polygon group,polygon id,vertice id,x,y
plate_2,9,2,-144.50001525878906,63.99995803833008
plate_2,9,3,-142.49996948242188,63.99998092651367
crystals_2,0,0,-119.08958435058594,121.76919555664062
crystals_2,0,1,-120.58958435058594,124.36726379394531
crystals_2,0,2,-123.18765258789062,122.86726379394531
crystals_2,0,3,-121.68765258789062,120.26919555664062
crystals_2,1,0,-106.09919738769531,129.26919555664062
crystals_2,1,1,-107.59919738769531,131.8672637939453
crystals_2,1,2,-110.19727325439453,130.3672637939453
crystals_2,1,3,-108.69727325439453,127.76919555664062
crystals_2,2,0,-93.10881805419922,136.76919555664062
crystals_2,2,1,-94.60881805419922,139.3672637939453
crystals_2,2,2,-97.20689392089844,137.8672637939453
crystals_2,2,3,-95.70689392089844,135.26919555664062
crystals_2,3,0,-119.81265258789062,117.02159118652344
crystals_2,3,1,-121.31265258789062,119.61967468261719
crystals_2,3,2,-123.91073608398438,118.11967468261719
crystals_2,3,3,-122.41073608398438,115.52159118652344
crystals_2,4,0,-127.60688781738281,112.52159118652344
crystals_2,4,1,-129.1068878173828,115.11967468261719
crystals_2,4,2,-131.7049560546875,113.61967468261719
crystals_2,4,3,-130.2049560546875,111.02159118652344
crystals_2,5,0,-122.9866943359375,119.51919555664062
crystals_2,5,1,-124.4866943359375,122.11726379394531
crystals_2,5,2,-127.08477020263672,120.61726379394531
crystals_2,5,3,-125.58477020263672,118.01919555664062
crystals_2,6,0,-128.18284606933594,116.51919555664062
crystals_2,6,1,-129.68284606933594,119.11726379394531
crystals_2,6,2,-132.28091430664062,117.61726379394531
crystals_2,6,3,-130.78091430664062,115.01919555664062
crystals_2,7,0,-125.51121520996094,122.39178466796875
crystals_2,7,1,-127.01121520996094,124.98985290527344
crystals_2,7,2,-129.60928344726562,123.48985290527344
crystals_2,7,3,-128.10928344726562,120.89178466796875
crystals_2,8,0,-129.4083251953125,120.14178466796875
crystals_2,8,1,-130.9083251953125,122.73985290527344
crystals_2,8,2,-133.50640869140625,121.23985290527344
crystals_2,8,3,-132.00640869140625,118.64178466796875
crystals_2,9,0,-129.33477783203125,124.51437377929688
crystals_2,9,1,-130.83477783203125,127.11245727539062
crystals_2,9,2,-133.43284606933594,125.61245727539062
crystals_2,9,3,-131.93284606933594,123.01437377929688
crystals_2,10,0,-28.879989624023438,169.52159118652344
crystals_2,10,1,-30.379989624023438,172.1196746826172
crystals_2,10,2,-32.978065490722656,170.6196746826172
crystals_2,10,3,-31.478065490722656,168.02159118652344
crystals_2,11,0,-36.67422103881836,165.02159118652344
crystals_2,11,1,-38.17422103881836,167.6196746826172
crystals_2,11,2,-40.77229690551758,166.1196746826172
crystals_2,11,3,-39.27229690551758,163.52159118652344
crystals_2,12,0,-32.05402755737305,172.01919555664062
crystals_2,12,1,-33.55402755737305,174.6172637939453
crystals_2,12,2,-36.152103424072266,173.1172637939453
crystals_2,12,3,-34.652103424072266,170.51919555664062
crystals_2,13,0,-37.250179290771484,169.01919555664062
crystals_2,13,1,-38.750179290771484,171.6172637939453
crystals_2,13,2,-41.34825897216797,170.1172637939453
crystals_2,13,3,-39.84825897216797,167.51919555664062
crystals_2,14,0,-34.578548431396484,174.89178466796875
crystals_2,14,1,-36.078548431396484,177.48985290527344
crystals_2,14,2,-38.6766242980957,175.98985290527344
crystals_2,14,3,-37.1766242980957,173.39178466796875
crystals_2,15,0,-38.47566223144531,172.64178466796875
crystals_2,15,1,-39.97566223144531,175.23985290527344
crystals_2,15,2,-42.57373809814453,173.73985290527344
crystals_2,15,3,-41.07373809814453,171.14178466796875
crystals_2,16,0,-38.402103424072266,177.01437377929688
crystals_2,16,1,-39.902103424072266,179.61245727539062
crystals_2,16,2,-42.500179290771484,178.11245727539062
crystals_2,16,3,-41.000179290771484,175.51437377929688
crystals_2,17,0,-41.8703727722168,162.02159118652344
crystals_2,17,1,-43.3703727722168,164.6196746826172
crystals_2,17,2,-45.968448638916016,163.1196746826172
crystals_2,17,3,-44.468448638916016,160.52159118652344
crystals_2,18,0,-49.66460037231445,157.52159118652344
crystals_2,18,1,-51.16460037231445,160.1196746826172
crystals_2,18,2,-53.76267623901367,158.6196746826172
crystals_2,18,3,-52.26267623901367,156.02159118652344
crystals_2,19,0,-45.044410705566406,164.51919555664062
crystals_2,19,1,-46.544410705566406,167.1172637939453
crystals_2,19,2,-49.142486572265625,165.6172637939453
crystals_2,19,3,-47.642486572265625,163.01919555664062
crystals_2,20,0,-50.240562438964844,161.51919555664062
crystals_2,20,1,-51.740562438964844,164.1172637939453
crystals_2,20,2,-54.33863830566406,162.6172637939453
crystals_2,20,3,-52.83863830566406,160.01919555664062
crystals_2,21,0,-54.13767623901367,159.26919555664062
crystals_2,21,1,-55.63767623901367,161.8672637939453
crystals_2,21,2,-58.23575210571289,160.3672637939453
crystals_2,21,3,-56.73575210571289,157.76919555664062
crystals_2,22,0,-41.14729690551758,166.76919555664062
crystals_2,22,1,-42.64729690551758,169.3672637939453
crystals_2,22,2,-45.2453727722168,167.8672637939453
crystals_2,22,3,-43.7453727722168,165.26919555664062
crystals_2,23,0,-47.56892776489258,167.39178466796875
crystals_2,23,1,-49.06892776489258,169.98985290527344
crystals_2,23,2,-51.6670036315918,168.48985290527344
crystals_2,23,3,-50.1670036315918,165.89178466796875
crystals_2,24,0,-51.466041564941406,165.14178466796875
crystals_2,24,1,-52.966041564941406,167.73985290527344
crystals_2,24,2,-55.564117431640625,166.23985290527344
crystals_2,24,3,-54.064117431640625,163.64178466796875
crystals_2,25,0,-51.392486572265625,169.51437377929688
crystals_2,25,1,-52.892486572265625,172.11245727539062
crystals_2,25,2,-55.490562438964844,170.61245727539062
crystals_2,25,3,-53.990562438964844,168.01437377929688
crystals_2,26,0,-54.86075210571289,154.52159118652344
crystals_2,26,1,-56.36075210571289,157.1196746826172
crystals_2,26,2,-58.95882797241211,155.6196746826172
crystals_2,26,3,-57.45882797241211,153.02159118652344
crystals_2,27,0,-62.65498352050781,150.02159118652344
crystals_2,27,1,-64.15498352050781,152.6196746826172
crystals_2,27,2,-66.75305938720703,151.1196746826172
crystals_2,27,3,-65.25305938720703,148.52159118652344
crystals_2,28,0,-58.0347900390625,157.01919555664062
crystals_2,28,1,-59.5347900390625,159.6172637939453
crystals_2,28,2,-62.13286590576172,158.1172637939453
crystals_2,28,3,-60.63286590576172,155.51919555664062
crystals_2,29,0,-63.23094177246094,154.01919555664062
crystals_2,29,1,-64.73094177246094,156.6172637939453
crystals_2,29,2,-67.32901763916016,155.1172637939453
crystals_2,29,3,-65.82901763916016,152.51919555664062
crystals_2,30,0,-67.12805938720703,151.76919555664062
crystals_2,30,1,-68.62805938720703,154.3672637939453
crystals_2,30,2,-71.22613525390625,152.8672637939453
crystals_2,30,3,-69.72613525390625,150.26919555664062
crystals_2,31,0,-80.11843872070312,144.26919555664062
crystals_2,31,1,-81.61843872070312,146.8672637939453
crystals_2,31,2,-84.21651458740234,145.3672637939453
crystals_2,31,3,-82.71651458740234,142.76919555664062
crystals_2,32,0,-60.55931091308594,159.89178466796875
crystals_2,32,1,-62.05931091308594,162.48985290527344
crystals_2,32,2,-64.65738677978516,160.98985290527344
crystals_2,32,3,-63.157386779785156,158.39178466796875
crystals_2,33,0,-64.4564208984375,157.64178466796875
crystals_2,33,1,-65.9564208984375,160.23985290527344
crystals_2,33,2,-68.55450439453125,158.73985290527344
crystals_2,33,3,-67.05450439453125,156.14178466796875
crystals_2,34,0,-64.38286590576172,162.01437377929688
crystals_2,34,1,-65.88286590576172,164.61245727539062
crystals_2,34,2,-68.48094177246094,163.11245727539062
crystals_2,34,3,-66.98094177246094,160.51437377929688
crystals_2,35,0,-67.85113525390625,147.02159118652344
crystals_2,35,1,-69.35113525390625,149.6196746826172
crystals_2,35,2,-71.94921112060547,148.1196746826172
crystals_2,35,3,-70.44921112060547,145.52159118652344
crystals_2,36,0,-75.6453628540039,142.52159118652344
crystals_2,36,1,-77.1453628540039,145.1196746826172
crystals_2,36,2,-79.74343872070312,143.6196746826172
crystals_2,36,3,-78.24343872070312,141.02159118652344
crystals_2,37,0,-71.0251693725586,149.51919555664062
crystals_2,37,1,-72.5251693725586,152.1172637939453
crystals_2,37,2,-75.12324523925781,150.6172637939453
crystals_2,37,3,-73.62324523925781,148.01919555664062
crystals_2,38,0,-76.22132110595703,146.51919555664062
crystals_2,38,1,-77.72132110595703,149.1172637939453
crystals_2,38,2,-80.31939697265625,147.6172637939453
crystals_2,38,3,-78.81939697265625,145.01919555664062
crystals_2,39,0,-73.54969024658203,152.39178466796875
crystals_2,39,1,-75.04969024658203,154.98985290527344
crystals_2,39,2,-77.64776611328125,153.48985290527344
crystals_2,39,3,-76.14776611328125,150.89178466796875
crystals_2,40,0,-77.44680786132812,150.14178466796875
crystals_2,40,1,-78.94680786132812,152.73985290527344
crystals_2,40,2,-81.54488372802734,151.23985290527344
crystals_2,40,3,-80.04488372802734,148.64178466796875
crystals_2,41,0,-77.37324523925781,154.51437377929688
crystals_2,41,1,-78.87324523925781,157.11245727539062
crystals_2,41,2,-81.47132110595703,155.61245727539062
crystals_2,41,3,-79.97132110595703,153.01437377929688
crystals_2,42,0,-80.84151458740234,139.52159118652344
crystals_2,42,1,-82.34151458740234,142.1196746826172
crystals_2,42,2,-84.93959045410156,140.6196746826172
crystals_2,42,3,-83.43959045410156,138.02159118652344
crystals_2,43,0,-88.6357421875,135.02159118652344
crystals_2,43,1,-90.1357421875,137.6196746826172
crystals_2,43,2,-92.73381805419922,136.1196746826172
crystals_2,43,3,-91.23381805419922,133.52159118652344
crystals_2,44,0,-84.01554870605469,142.01919555664062
crystals_2,44,1,-85.51554870605469,144.6172637939453
crystals_2,44,2,-88.11363220214844,143.1172637939453
crystals_2,44,3,-86.61363220214844,140.51919555664062
crystals_2,45,0,-89.21170043945312,139.01919555664062
crystals_2,45,1,-90.71170043945312,141.6172637939453
crystals_2,45,2,-93.30978393554688,140.1172637939453
crystals_2,45,3,-91.80978393554688,137.51919555664062
crystals_2,46,0,-86.54006958007812,144.89178466796875
crystals_2,46,1,-88.04006958007812,147.48985290527344
crystals_2,46,2,-90.63814544677734,145.98985290527344
crystals_2,46,3,-89.13814544677734,143.39178466796875
crystals_2,47,0,-90.43718719482422,142.64178466796875
crystals_2,47,1,-91.93718719482422,145.23985290527344
crystals_2,47,2,-94.53526306152344,143.73985290527344
crystals_2,47,3,-93.03526306152344,141.14178466796875
crystals_2,48,0,-90.36363220214844,147.01437377929688
crystals_2,48,1,-91.86363220214844,149.61245727539062
crystals_2,48,2,-94.46170043945312,148.11245727539062
crystals_2,48,3,-92.96170043945312,145.51437377929688
crystals_2,49,0,-106.82227325439453,124.52159118652344
crystals_2,49,1,-108.32227325439453,127.11967468261719
crystals_2,49,2,-110.92034912109375,125.61967468261719
crystals_2,49,3,-109.42034912109375,123.02159118652344
crystals_2,50,0,-114.61650085449219,120.02159118652344
crystals_2,50,1,-116.11650085449219,122.61967468261719
crystals_2,50,2,-118.71458435058594,121.11967468261719
crystals_2,50,3,-117.21458435058594,118.52159118652344
crystals_2,51,0,-109.9963150024414,127.01919555664062
crystals_2,51,1,-111.4963150024414,129.6172637939453
crystals_2,51,2,-114.09439086914062,128.1172637939453
crystals_2,51,3,-112.59439086914062,125.51919555664062
crystals_2,52,0,-115.19246673583984,124.01919555664062
crystals_2,52,1,-116.69246673583984,126.61726379394531
crystals_2,52,2,-119.29054260253906,125.11726379394531
crystals_2,52,3,-117.79054260253906,122.51919555664062
crystals_2,53,0,-112.52082824707031,129.89178466796875
crystals_2,53,1,-114.02082824707031,132.48985290527344
crystals_2,53,2,-116.61891174316406,130.98985290527344
crystals_2,53,3,-115.11891174316406,128.39178466796875
crystals_2,54,0,-116.4179458618164,127.64178466796875
crystals_2,54,1,-117.9179458618164,130.23985290527344
crystals_2,54,2,-120.51602172851562,128.73985290527344
crystals_2,54,3,-119.01602172851562,126.14178466796875
crystals_2,55,0,-116.34439086914062,132.01437377929688
crystals_2,55,1,-117.84439086914062,134.61245727539062
crystals_2,55,2,-120.44246673583984,133.11245727539062
crystals_2,55,3,-118.94246673583984,130.51437377929688
crystals_2,56,0,-93.83189392089844,132.02159118652344
crystals_2,56,1,-95.33189392089844,134.6196746826172
crystals_2,56,2,-97.92996978759766,133.1196746826172
crystals_2,56,3,-96.42996978759766,130.52159118652344
crystals_2,57,0,-101.6261215209961,127.52159118652344
crystals_2,57,1,-103.1261215209961,130.1196746826172
crystals_2,57,2,-105.72419738769531,128.6196746826172
crystals_2,57,3,-104.22419738769531,126.02159118652344
crystals_2,58,0,-97.00593566894531,134.51919555664062
crystals_2,58,1,-98.50593566894531,137.1172637939453
crystals_2,58,2,-101.10401153564453,135.6172637939453
crystals_2,58,3,-99.60401153564453,133.01919555664062
crystals_2,59,0,-102.20208740234375,131.51919555664062
crystals_2,59,1,-103.70208740234375,134.1172637939453
crystals_2,59,2,-106.30016326904297,132.6172637939453
crystals_2,59,3,-104.80016326904297,130.01919555664062
crystals_2,60,0,-99.53044891357422,137.39178466796875
crystals_2,60,1,-101.03044891357422,139.98985290527344
crystals_2,60,2,-103.62852478027344,138.48985290527344
crystals_2,60,3,-102.12852478027344,135.89178466796875
crystals_2,61,0,-103.42756652832031,135.14178466796875
crystals_2,61,1,-104.92756652832031,137.73985290527344
crystals_2,61,2,-107.52564239501953,136.23985290527344
crystals_2,61,3,-106.02564239501953,133.64178466796875
crystals_2,62,0,-103.35401153564453,139.51437377929688
crystals_2,62,1,-104.85401153564453,142.11245727539062
crystals_2,62,2,-107.45208740234375,140.61245727539062
crystals_2,62,3,-105.95208740234375,138.01437377929688
plate_3,0,0,-142.5,63.9999885559082
plate_3,0,1,-144.5,63.9999885559082
plate_3,0,2,-144.5,55.7499885559082
plate_3,0,3,-142.5,55.7499885559082
plate_3,1,0,-142.5,51.7499885559082
plate_3,1,1,-144.5,51.7499885559082
plate_3,1,2,-144.5,40.7499885559082
plate_3,1,3,-142.5,40.7499885559082
plate_3,2,0,-142.5,36.7499885559082
plate_3,2,1,-144.5,36.7499885559082
plate_3,2,2,-144.5,25.74998664855957
plate_3,2,3,-142.5,25.74998664855957
plate_3,3,0,-142.5,21.74998664855957
plate_3,3,1,-144.5,21.74998664855957
plate_3,3,2,-144.5,10.749987602233887
plate_3,3,3,-142.5,10.749987602233887
plate_3,4,0,-142.5,6.749987602233887
plate_3,4,1,-144.5,6.749987602233887
plate_3,4,2,-144.5,-4.250012397766113
plate_3,4,3,-142.5,-4.250012397766113
plate_3,5,0,-142.5,-8.250012397766113
plate_3,5,1,-144.5,-8.250012397766113
plate_3,5,2,-144.5,-19.25001335144043
plate_3,5,3,-142.5,-19.25001335144043
plate_3,6,0,-142.5,-23.25001335144043
plate_3,6,1,-144.5,-23.25001335144043
plate_3,6,2,-144.5,-34.2500114440918
plate_3,6,3,-142.5,-34.2500114440918
plate_3,7,0,-142.5,-38.2500114440918
plate_3,7,1,-144.5,-38.2500114440918
plate_3,7,2,-144.5,-49.2500114440918
plate_3,7,3,-142.5,-49.2500114440918
plate_3,8,0,-142.5,-53.2500114440918
plate_3,8,1,-144.5,-53.2500114440918
plate_3,8,2,-144.5,-64.00001525878906
plate_3,8,3,-142.5,-64.00001525878906
plate_3,9,0,-142.5,-64.00001525878906
plate_3,9,1,-144.5,-64.00001525878906
plate_3,9,2,-127.67559051513672,-93.14070892333984
plate_3,9,3,-126.67559051513672,-91.40860748291016
crystals_3,0,0,-165.0,-42.25001525878906
crystals_3,0,1,-168.0,-42.25001525878906
crystals_3,0,2,-168.0,-45.25001525878906
crystals_3,0,3,-165.0,-45.25001525878906
crystals_3,1,0,-165.0,-27.250015258789062
crystals_3,1,1,-168.0,-27.250015258789062
crystals_3,1,2,-168.0,-30.250015258789062
crystals_3,1,3,-165.0,-30.250015258789062
crystals_3,2,0,-165.0,-12.250014305114746
crystals_3,2,1,-168.0,-12.250014305114746
crystals_3,2,2,-168.0,-15.250014305114746
crystals_3,2,3,-165.0,-15.250014305114746
crystals_3,3,0,-161.25,-45.25001525878906
crystals_3,3,1,-164.25,-45.25001525878906
crystals_3,3,2,-164.25,-48.25001525878906
crystals_3,3,3,-161.25,-48.25001525878906
crystals_3,4,0,-161.25,-54.25001525878906
crystals_3,4,1,-164.25,-54.25001525878906
crystals_3,4,2,-164.25,-57.25001525878906
crystals_3,4,3,-161.25,-57.25001525878906
crystals_3,5,0,-165.0,-46.75001525878906
crystals_3,5,1,-168.0,-46.75001525878906
crystals_3,5,2,-168.0,-49.75001525878906
crystals_3,5,3,-165.0,-49.75001525878906
crystals_3,6,0,-165.0,-52.75001525878906
crystals_3,6,1,-168.0,-52.75001525878906
crystals_3,6,2,-168.0,-55.75001525878906
crystals_3,6,3,-165.0,-55.75001525878906
crystals_3,7,0,-168.75,-47.50001525878906
crystals_3,7,1,-171.75,-47.50001525878906
crystals_3,7,2,-171.75,-50.50001525878906
crystals_3,7,3,-168.75,-50.50001525878906
crystals_3,8,0,-168.75,-52.00001525878906
crystals_3,8,1,-171.75,-52.00001525878906
crystals_3,8,2,-171.75,-55.00001525878906
crystals_3,8,3,-168.75,-55.00001525878906
crystals_3,9,0,-172.5,-49.75001525878906
crystals_3,9,1,-175.5,-49.75001525878906
crystals_3,9,2,-175.5,-52.75001525878906
crystals_3,9,3,-172.5,-52.75001525878906
crystals_3,10,0,-161.25,59.74998474121094
crystals_3,10,1,-164.25,59.74998474121094
crystals_3,10,2,-164.25,56.74998474121094
crystals_3,10,3,-161.25,56.74998474121094
crystals_3,11,0,-161.25,50.74998474121094
crystals_3,11,1,-164.25,50.74998474121094
crystals_3,11,2,-164.25,47.74998474121094
crystals_3,11,3,-161.25,47.74998474121094
crystals_3,12,0,-165.0,58.24998474121094
crystals_3,12,1,-168.0,58.24998474121094
crystals_3,12,2,-168.0,55.24998474121094
crystals_3,12,3,-165.0,55.24998474121094
crystals_3,13,0,-165.0,52.24998474121094
crystals_3,13,1,-168.0,52.24998474121094
crystals_3,13,2,-168.0,49.24998474121094
crystals_3,13,3,-165.0,49.24998474121094
crystals_3,14,0,-168.75,57.49998474121094
crystals_3,14,1,-171.75,57.49998474121094
crystals_3,14,2,-171.75,54.49998474121094
crystals_3,14,3,-168.75,54.49998474121094
crystals_3,15,0,-168.75,52.99998474121094
crystals_3,15,1,-171.75,52.99998474121094
crystals_3,15,2,-171.75,49.99998474121094
crystals_3,15,3,-168.75,49.99998474121094
crystals_3,16,0,-172.5,55.24998474121094
crystals_3,16,1,-175.5,55.24998474121094
crystals_3,16,2,-175.5,52.24998474121094
crystals_3,16,3,-172.5,52.24998474121094
crystals_3,17,0,-161.25,44.74998474121094
crystals_3,17,1,-164.25,44.74998474121094
crystals_3,17,2,-164.25,41.74998474121094
crystals_3,17,3,-161.25,41.74998474121094
crystals_3,18,0,-161.25,35.74998474121094
crystals_3,18,1,-164.25,35.74998474121094
crystals_3,18,2,-164.25,32.74998474121094
crystals_3,18,3,-161.25,32.74998474121094
crystals_3,19,0,-165.0,43.24998474121094
crystals_3,19,1,-168.0,43.24998474121094
crystals_3,19,2,-168.0,40.24998474121094
crystals_3,19,3,-165.0,40.24998474121094
crystals_3,20,0,-165.0,37.24998474121094
crystals_3,20,1,-168.0,37.24998474121094
crystals_3,20,2,-168.0,34.24998474121094
crystals_3,20,3,-165.0,34.24998474121094
crystals_3,21,0,-165.0,32.74998474121094
crystals_3,21,1,-168.0,32.74998474121094
crystals_3,21,2,-168.0,29.749984741210938
crystals_3,21,3,-165.0,29.749984741210938
crystals_3,22,0,-165.0,47.74998474121094
crystals_3,22,1,-168.0,47.74998474121094
crystals_3,22,2,-168.0,44.74998474121094
crystals_3,22,3,-165.0,44.74998474121094
crystals_3,23,0,-168.75,42.49998474121094
crystals_3,23,1,-171.75,42.49998474121094
crystals_3,23,2,-171.75,39.49998474121094
crystals_3,23,3,-168.75,39.49998474121094
crystals_3,24,0,-168.75,37.99998474121094
crystals_3,24,1,-171.75,37.99998474121094
crystals_3,24,2,-171.75,34.99998474121094
crystals_3,24,3,-168.75,34.99998474121094
crystals_3,25,0,-172.5,40.24998474121094
crystals_3,25,1,-175.5,40.24998474121094
crystals_3,25,2,-175.5,37.24998474121094
crystals_3,25,3,-172.5,37.24998474121094
crystals_3,26,0,-161.25,29.74998664855957
crystals_3,26,1,-164.25,29.749984741210938
crystals_3,26,2,-164.25,26.749984741210938
crystals_3,26,3,-161.25,26.74998664855957
crystals_3,27,0,-161.25,20.74998664855957
crystals_3,27,1,-164.25,20.749984741210938
crystals_3,27,2,-164.25,17.749984741210938
crystals_3,27,3,-161.25,17.74998664855957
crystals_3,28,0,-165.0,28.249984741210938
crystals_3,28,1,-168.0,28.249984741210938
crystals_3,28,2,-168.0,25.249984741210938
crystals_3,28,3,-165.0,25.249984741210938
crystals_3,29,0,-165.0,22.249984741210938
crystals_3,29,1,-168.0,22.249984741210938
crystals_3,29,2,-168.0,19.249984741210938
crystals_3,29,3,-165.0,19.249984741210938
crystals_3,30,0,-165.0,17.749984741210938
crystals_3,30,1,-168.0,17.749984741210938
crystals_3,30,2,-168.0,14.749985694885254
crystals_3,30,3,-165.0,14.749985694885254
crystals_3,31,0,-165.0,2.749985456466675
crystals_3,31,1,-168.0,2.7499852180480957
crystals_3,31,2,-168.0,-0.25001469254493713
crystals_3,31,3,-165.0,-0.25001442432403564
crystals_3,32,0,-168.75,27.499984741210938
crystals_3,32,1,-171.75,27.499984741210938
crystals_3,32,2,-171.75,24.499984741210938
crystals_3,32,3,-168.75,24.499984741210938
crystals_3,33,0,-168.75,22.999984741210938
crystals_3,33,1,-171.75,22.999984741210938
crystals_3,33,2,-171.75,19.999984741210938
crystals_3,33,3,-168.75,19.999984741210938
crystals_3,34,0,-172.5,25.249984741210938
crystals_3,34,1,-175.5,25.249984741210938
crystals_3,34,2,-175.5,22.249984741210938
crystals_3,34,3,-172.5,22.249984741210938
crystals_3,35,0,-161.25,14.749985694885254
crystals_3,35,1,-164.25,14.749985694885254
crystals_3,35,2,-164.25,11.749985694885254
crystals_3,35,3,-161.25,11.749985694885254
crystals_3,36,0,-161.25,5.749985694885254
crystals_3,36,1,-164.25,5.749985694885254
crystals_3,36,2,-164.25,2.749985694885254
crystals_3,36,3,-161.25,2.749985933303833
crystals_3,37,0,-165.0,13.249985694885254
crystals_3,37,1,-168.0,13.249985694885254
crystals_3,37,2,-168.0,10.249985694885254
crystals_3,37,3,-165.0,10.249985694885254
crystals_3,38,0,-165.0,7.249985694885254
crystals_3,38,1,-168.0,7.249985218048096
crystals_3,38,2,-168.0,4.249985218048096
crystals_3,38,3,-165.0,4.249985694885254
crystals_3,39,0,-168.75,12.499985694885254
crystals_3,39,1,-171.75,12.499984741210938
crystals_3,39,2,-171.75,9.499984741210938
crystals_3,39,3,-168.75,9.499985694885254
crystals_3,40,0,-168.75,7.999985218048096
crystals_3,40,1,-171.75,7.999985218048096
crystals_3,40,2,-171.75,4.999985218048096
crystals_3,40,3,-168.75,4.999985218048096
crystals_3,41,0,-172.5,10.249984741210938
crystals_3,41,1,-175.5,10.249984741210938
crystals_3,41,2,-175.5,7.2499847412109375
crystals_3,41,3,-172.5,7.2499847412109375
crystals_3,42,0,-161.25,-0.2500140964984894
crystals_3,42,1,-164.25,-0.25001436471939087
crystals_3,42,2,-164.25,-3.250014305114746
crystals_3,42,3,-161.25,-3.250014066696167
crystals_3,43,0,-161.25,-9.250014305114746
crystals_3,43,1,-164.25,-9.250014305114746
crystals_3,43,2,-164.25,-12.250014305114746
crystals_3,43,3,-161.25,-12.250014305114746
crystals_3,44,0,-165.0,-1.7500144243240356
crystals_3,44,1,-168.0,-1.7500146627426147
crystals_3,44,2,-168.0,-4.750014781951904
crystals_3,44,3,-165.0,-4.750014305114746
crystals_3,45,0,-165.0,-7.750014305114746
crystals_3,45,1,-168.0,-7.750014781951904
crystals_3,45,2,-168.0,-10.750014305114746
crystals_3,45,3,-165.0,-10.750014305114746
crystals_3,46,0,-168.75,-2.5000147819519043
crystals_3,46,1,-171.75,-2.5000150203704834
crystals_3,46,2,-171.75,-5.500014781951904
crystals_3,46,3,-168.75,-5.500014781951904
crystals_3,47,0,-168.75,-7.000014781951904
crystals_3,47,1,-171.75,-7.000014781951904
crystals_3,47,2,-171.75,-10.000015258789062
crystals_3,47,3,-168.75,-10.000014305114746
crystals_3,48,0,-172.5,-4.7500152587890625
crystals_3,48,1,-175.5,-4.7500152587890625
crystals_3,48,2,-175.5,-7.7500152587890625
crystals_3,48,3,-172.5,-7.7500152587890625
crystals_3,49,0,-161.25,-30.25001335144043
crystals_3,49,1,-164.25,-30.250015258789062
crystals_3,49,2,-164.25,-33.25001525878906
crystals_3,49,3,-161.25,-33.25001525878906
crystals_3,50,0,-161.25,-39.25001525878906
crystals_3,50,1,-164.25,-39.25001525878906
crystals_3,50,2,-164.25,-42.25001525878906
crystals_3,50,3,-161.25,-42.25001525878906
crystals_3,51,0,-165.0,-31.750015258789062
crystals_3,51,1,-168.0,-31.750015258789062
crystals_3,51,2,-168.0,-34.75001525878906
crystals_3,51,3,-165.0,-34.75001525878906
crystals_3,52,0,-165.0,-37.75001525878906
crystals_3,52,1,-168.0,-37.75001525878906
crystals_3,52,2,-168.0,-40.75001525878906
crystals_3,52,3,-165.0,-40.75001525878906
crystals_3,53,0,-168.75,-32.50001525878906
crystals_3,53,1,-171.75,-32.50001525878906
crystals_3,53,2,-171.75,-35.50001525878906
crystals_3,53,3,-168.75,-35.50001525878906
crystals_3,54,0,-168.75,-37.00001525878906
crystals_3,54,1,-171.75,-37.00001525878906
crystals_3,54,2,-171.75,-40.00001525878906
crystals_3,54,3,-168.75,-40.00001525878906
crystals_3,55,0,-172.5,-34.75001525878906
crystals_3,55,1,-175.5,-34.75001525878906
crystals_3,55,2,-175.5,-37.75001525878906
crystals_3,55,3,-172.5,-37.75001525878906
crystals_3,56,0,-161.25,-15.250014305114746
crystals_3,56,1,-164.25,-15.250014305114746
crystals_3,56,2,-164.25,-18.250015258789062
crystals_3,56,3,-161.25,-18.25001335144043
crystals_3,57,0,-161.25,-24.25001335144043
crystals_3,57,1,-164.25,-24.250015258789062
crystals_3,57,2,-164.25,-27.250015258789062
crystals_3,57,3,-161.25,-27.25001335144043
crystals_3,58,0,-165.0,-16.750015258789062
crystals_3,58,1,-168.0,-16.750015258789062
crystals_3,58,2,-168.0,-19.750015258789062
crystals_3,58,3,-165.0,-19.750015258789062
crystals_3,59,0,-165.0,-22.750015258789062
crystals_3,59,1,-168.0,-22.750015258789062
crystals_3,59,2,-168.0,-25.750015258789062
crystals_3,59,3,-165.0,-25.750015258789062
crystals_3,60,0,-168.75,-17.500015258789062
crystals_3,60,1,-171.75,-17.500015258789062
crystals_3,60,2,-171.75,-20.500015258789062
crystals_3,60,3,-168.75,-20.500015258789062
crystals_3,61,0,-168.75,-22.000015258789062
crystals_3,61,1,-171.75,-22.000015258789062
crystals_3,61,2,-171.75,-25.000015258789062
crystals_3,61,3,-168.75,-25.000015258789062
crystals_3,62,0,-172.5,-19.750015258789062
crystals_3,62,1,-175.5,-19.750015258789062
crystals_3,62,2,-175.5,-22.750015258789062
crystals_3,62,3,-172.5,-22.750015258789062
plate_4,0,0,-126.67561340332031,-91.40863037109375
plate_4,0,1,-127.67561340332031,-93.14068603515625
plate_4,0,2,-120.53089904785156,-97.26568603515625
plate_4,0,3,-119.53089904785156,-95.53363037109375
plate_4,1,0,-116.06680297851562,-97.53363037109375
plate_4,1,1,-117.06680297851562,-99.26568603515625
plate_4,1,2,-107.54052734375,-104.76568603515625
plate_4,1,3,-106.54052734375,-103.03363037109375
plate_4,2,0,-103.076416015625,-105.03363037109375
plate_4,2,1,-104.076416015625,-106.76568603515625
